,Common Name,Scientific Name,Date Sited,Location Name,Latitude,Longitude,year
29,Royal Tern,Thalasseus maximus,2020-09-26 12:56,Truman Waterfront Park,24.552005,-81.807036,2020
30,Magnificent Frigatebird,Fregata magnificens,2020-09-26 12:56,Truman Waterfront Park,24.552005,-81.807036,2020
31,Gray Kingbird,Tyrannus dominicensis,2020-09-26 12:56,Truman Waterfront Park,24.552005,-81.807036,2020
32,Red-winged Blackbird,Agelaius phoeniceus,2020-09-26 12:56,Truman Waterfront Park,24.552005,-81.807036,2020
33,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
34,Great Blue Heron,Ardea herodias,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
35,Great Egret,Ardea alba,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
36,Snowy Egret,Egretta thula,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
37,White Ibis,Eudocimus albus,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
38,Glossy Ibis,Plegadis falcinellus,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
39,Carolina Chickadee,Poecile carolinensis,2020-09-26 12:47,"2006–2068 Buena Vista Blvd, The Villages US-FL 28.88955, -81.97990",28.889553,-81.979898,2020
40,Wilson's Plover,Charadrius wilsonia,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
41,Sanderling,Calidris alba,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
42,Willet,Tringa semipalmata,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
43,Ring-billed Gull,Larus delawarensis,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
44,Sandwich Tern,Thalasseus sandvicensis,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
45,Osprey,Pandion haliaetus,2020-09-26 12:43,"Crescent Beach Park, Saint Augustine US-FL 29.76872, -81.25248",29.768718,-81.252477,2020
46,Ruddy Turnstone,Arenaria interpres,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
47,Least Sandpiper,Calidris minutilla,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
48,Spotted Sandpiper,Actitis macularius,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
49,Double-crested Cormorant,Phalacrocorax auritus,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
50,Yellow-crowned Night-Heron,Nyctanassa violacea,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
51,Belted Kingfisher,Megaceryle alcyon,2020-09-26 12:41,Harry Harris County Park,25.0241667,-80.495,2020
52,Fish Crow,Corvus ossifragus,2020-09-26 12:41,"4251 North Federal Highway, Boca Raton, Florida, US (26.388, -80.077)",26.3882622,-80.0765799,2020
53,House Sparrow,Passer domesticus,2020-09-26 12:41,"4251 North Federal Highway, Boca Raton, Florida, US (26.388, -80.077)",26.3882622,-80.0765799,2020
54,Ruby-throated Hummingbird,Archilochus colubris,2020-09-26 12:39,Limeybirder Backyard,30.176168,-84.304264,2020
55,Merlin,Falco columbarius,2020-09-26 12:39,"604 Burton Dr, Tavernier US-FL (25.0214,-80.5034)",25.021448,-80.50338,2020
56,Carolina Wren,Thryothorus ludovicianus,2020-09-26 12:39,Limeybirder Backyard,30.176168,-84.304264,2020
57,Blue-winged Teal,Spatula discors,2020-09-26 12:30,Alhambra Way pond,28.9530668,-81.9930053,2020
58,Pied-billed Grebe,Podilymbus podiceps,2020-09-26 12:30,Alhambra Way pond,28.9530668,-81.9930053,2020
59,Tricolored Heron,Egretta tricolor,2020-09-26 12:30,Alhambra Way pond,28.9530668,-81.9930053,2020
60,Red-eyed Vireo,Vireo olivaceus,2020-09-26 12:30,Fern Forest Nature Center,26.227292,-80.1888264,2020
61,Ovenbird,Seiurus aurocapilla,2020-09-26 12:30,Fern Forest Nature Center,26.227292,-80.1888264,2020
62,Black-and-white Warbler,Mniotilta varia,2020-09-26 12:30,Fern Forest Nature Center,26.227292,-80.1888264,2020
63,Northern Parula,Setophaga americana,2020-09-26 12:30,Fern Forest Nature Center,26.227292,-80.1888264,2020
64,Magnolia Warbler,Setophaga magnolia,2020-09-26 12:30,Fern Forest Nature Center,26.227292,-80.1888264,2020
65,Egyptian Goose,Alopochen aegyptiaca,2020-09-26 12:24,Kendall Green Park,25.6923384,-80.4361171,2020
66,Worm-eating Warbler,Helmitheros vermivorum,2020-09-26 12:24,Kendall Green Park,25.6923384,-80.4361171,2020
67,Cape May Warbler,Setophaga tigrina,2020-09-26 12:24,Kendall Green Park,25.6923384,-80.4361171,2020
68,Blackburnian Warbler,Setophaga fusca,2020-09-26 12:24,Kendall Green Park,25.6923384,-80.4361171,2020
69,Yellow-throated Warbler,Setophaga dominica,2020-09-26 12:24,Kendall Green Park,25.6923384,-80.4361171,2020
70,Mourning Dove,Zenaida macroura,2020-09-26 12:21,Sand Key Park,27.960064,-82.8294897,2020
71,Downy Woodpecker,Dryobates pubescens,2020-09-26 12:21,Sand Key Park,27.960064,-82.8294897,2020
72,Canada Warbler,Cardellina canadensis,2020-09-26 12:21,Sand Key Park,27.960064,-82.8294897,2020
73,Mute Swan,Cygnus olor,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
74,Wood Duck,Aix sponsa,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
75,Mottled Duck,Anas fulvigula,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
76,Solitary Sandpiper,Tringa solitaria,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
77,Lesser Yellowlegs,Tringa flavipes,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
78,Green Heron,Butorides virescens,2020-09-26 12:14,"Peaceful Waters Preserve, Wellington US-FL 26.63274, -80.23388",26.632743,-80.233879,2020
79,Eastern Bluebird,Sialia sialis,2020-09-26 12:12,Alligator Lake RA--Montgomery Trail,30.1711388,-82.615428,2020
80,Cooper's Hawk,Accipiter cooperii,2020-09-26 12:02,Sand Key Park,27.960064,-82.8294897,2020
81,House Finch,Haemorhous mexicanus,2020-09-26 12:02,Sand Key Park,27.960064,-82.8294897,2020
82,Tufted Titmouse,Baeolophus bicolor,2020-09-26 12:00,Home,30.3454818,-87.4006493,2020
83,Brown Thrasher,Toxostoma rufum,2020-09-26 12:00,Home,30.3454818,-87.4006493,2020
84,Scaly-breasted Munia,Lonchura punctulata,2020-09-26 12:00,Home,30.3454818,-87.4006493,2020
85,Eastern Towhee,Pipilo erythrophthalmus,2020-09-26 12:00,Home,30.3454818,-87.4006493,2020
86,Orchard Oriole,Icterus spurius,2020-09-26 12:00,Home,30.3454818,-87.4006493,2020
87,European Starling,Sturnus vulgaris,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
88,Swainson's Thrush,Catharus ustulatus,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
89,Baltimore Oriole,Icterus galbula,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
90,Northern Waterthrush,Parkesia noveboracensis,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
91,Summer Tanager,Piranga rubra,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
92,Scarlet Tanager,Piranga olivacea,2020-09-26 11:59,Kendall Indian Hammocks Park,25.6953,-80.3734,2020
93,Wood Stork,Mycteria americana,2020-09-26 11:52,"Boca Lago Country Club, Boca Raton US-FL 26.35562, -80.17564",26.355617,-80.175637,2020
94,White-eyed Vireo,Vireo griseus,2020-09-26 11:51,I95 Florida Welcome Centre,30.6968383,-81.6779691,2020
95,American Crow,Corvus brachyrhynchos,2020-09-26 11:51,I95 Florida Welcome Centre,30.6968383,-81.6779691,2020
96,Gray-headed Swamphen,Porphyrio poliocephalus,2020-09-26 11:35,Wakodahatchee Wetlands,26.4781984,-80.144738,2020
97,Common Grackle,Quiscalus quiscula,2020-09-26 11:35,Wakodahatchee Wetlands,26.4781984,-80.144738,2020
98,Yellow-throated Vireo,Vireo flavifrons,2020-09-26 11:34,"Back yard along Bowlee's Creek, Manatee County",27.4193845,-82.554394,2020
99,Pileated Woodpecker,Dryocopus pileatus,2020-09-26 11:32,Home-Palmetto-3rd Ave W,27.548801,-82.567319,2020
100,Nanday Parakeet,Aratinga nenday,2020-09-26 11:32,Home-Palmetto-3rd Ave W,27.548801,-82.567319,2020
101,Limpkin,Aramus guarauna,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
102,Red-tailed Hawk,Buteo jamaicensis,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
103,Acadian Flycatcher,Empidonax virescens,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
104,Common Yellowthroat,Geothlypis trichas,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
105,Yellow Warbler,Setophaga petechia,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
106,Blue Grosbeak,Passerina caerulea,2020-09-26 11:30,Innovation Park--FSU Research Foundation Pond and Powerline Cut,30.4258071,-84.3167639,2020
107,Semipalmated Plover,Charadrius semipalmatus,2020-09-26 11:29,Bahia Honda SP,24.6602308,-81.2735188,2020
108,Piping Plover,Charadrius melodus,2020-09-26 11:29,Bahia Honda SP,24.6602308,-81.2735188,2020
109,Reddish Egret,Egretta rufescens,2020-09-26 11:29,Bahia Honda SP,24.6602308,-81.2735188,2020
110,Sharp-shinned Hawk,Accipiter striatus,2020-09-26 11:29,Bahia Honda SP,24.6602308,-81.2735188,2020
111,warbler sp. (Parulidae sp.),Parulidae sp.,2020-09-26 11:29,Bahia Honda SP,24.6602308,-81.2735188,2020
112,Purple Gallinule,Porphyrio martinica,2020-09-26 11:25,State College of Florida—Venice Campus,27.0434172,-82.317853,2020
113,Great Horned Owl,Bubo virginianus,2020-09-26 11:25,Washington Oaks Gardens SP,29.6347135,-81.2043542,2020
114,Brown-headed Cowbird,Molothrus ater,2020-09-26 11:25,State College of Florida—Venice Campus,27.0434172,-82.317853,2020
115,Pine Warbler,Setophaga pinus,2020-09-26 11:25,State College of Florida—Venice Campus,27.0434172,-82.317853,2020
116,Canada Goose,Branta canadensis,2020-09-26 11:15,Fort Walton Beach Spray Field,30.4689,-86.6352,2020
117,Yellow-billed Cuckoo,Coccyzus americanus,2020-09-26 11:09,Canopy Shores Park,29.8128234,-81.299724,2020
118,Blue-winged Warbler,Vermivora cyanoptera,2020-09-26 11:09,Canopy Shores Park,29.8128234,-81.299724,2020
119,Short-tailed Hawk,Buteo brachyurus,2020-09-26 10:55,springview,26.981317,-82.127437,2020
120,Sandhill Crane,Antigone canadensis,2020-09-26 10:54,Robinson/Vanderah House,29.4823054,-82.2639419,2020
121,Black-crowned Night-Heron,Nycticorax nycticorax,2020-09-26 10:45,"9101 SW 69th St, Miami US-FL 25.70495, -80.34118",25.704955,-80.341182,2020
122,American Coot,Fulica americana,2020-09-26 10:37,Lake Maude Nature Park,28.0395673,-81.7182376,2020
123,Eastern Screech-Owl,Megascops asio,2020-09-26 10:37,Lake Maude Nature Park,28.0395673,-81.7182376,2020
124,White-crowned Pigeon,Patagioenas leucocephala,2020-09-26 10:35,No Name Key,24.697714,-81.3310146,2020
125,Sora,Porzana carolina,2020-09-26 10:35,Sweetwater Wetlands Park,29.6151026,-82.3254061,2020
126,Pectoral Sandpiper,Calidris melanotos,2020-09-26 10:35,Sweetwater Wetlands Park,29.6151026,-82.3254061,2020
127,Snail Kite,Rostrhamus sociabilis,2020-09-26 10:35,Sweetwater Wetlands Park,29.6151026,-82.3254061,2020
128,Veery,Catharus fuscescens,2020-09-26 10:34,San Felasco Hammock Preserve SP-- Moonshine Creek Trail,29.7144357,-82.460804,2020
129,Hooded Warbler,Setophaga citrina,2020-09-26 10:34,San Felasco Hammock Preserve SP-- Moonshine Creek Trail,29.7144357,-82.460804,2020
130,Clapper Rail,Rallus crepitans,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
131,Black-bellied Plover,Pluvialis squatarola,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
132,Whimbrel,Numenius phaeopus,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
133,Semipalmated/Western Sandpiper,Calidris pusilla/mauri,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
134,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
135,Herring Gull,Larus argentatus,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
136,Caspian Tern,Hydroprogne caspia,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
137,Forster's Tern,Sterna forsteri,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
138,Black Skimmer,Rynchops niger,2020-09-26 10:31,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
139,White-winged Dove,Zenaida asiatica,2020-09-26 10:30,Pine Island Ridge,26.0949108,-80.2790321,2020
140,Great Crested Flycatcher,Myiarchus crinitus,2020-09-26 10:30,Pine Island Ridge,26.0949108,-80.2790321,2020
141,Swainson's Warbler,Limnothlypis swainsonii,2020-09-26 10:30,Pine Island Ridge,26.0949108,-80.2790321,2020
142,Gray Catbird,Dumetella carolinensis,2020-09-26 10:18,Newnans Lake--Owens-Illinois Park,29.6361564,-82.2008443,2020
143,Northern Harrier,Circus hudsonius,2020-09-26 10:17,Frog Pond WMA--Lucky Hammock,25.396439,-80.566581,2020
144,Bobolink,Dolichonyx oryzivorus,2020-09-26 10:17,Frog Pond WMA--Lucky Hammock,25.396439,-80.566581,2020
145,Crested Caracara,Caracara cheriway,2020-09-26 10:14,Felda Church Road,26.5575107,-81.4655674,2020
146,Palm Warbler,Setophaga palmarum,2020-09-26 10:13,Sanibel-Captiva Conservation Foundation,26.438345,-82.10068,2020
147,Killdeer,Charadrius vociferus,2020-09-26 10:12,Sweetwater Wetlands Park,29.6151026,-82.3254061,2020
148,American Kestrel,Falco sparverius,2020-09-26 10:11,655A Citrus Groves Area,27.8795494,-81.7608118,2020
149,Bank Swallow,Riparia riparia,2020-09-26 10:11,655A Citrus Groves Area,27.8795494,-81.7608118,2020
150,Greater Yellowlegs,Tringa melanoleuca,2020-09-26 10:06,Okaloosa Holding Ponds (RESTRICTED ACCESS AREA),30.4742,-86.6236,2020
151,Wild Turkey,Meleagris gallopavo,2020-09-26 10:00,"1612–1844 Taylor Creek Rd, Christmas US-FL (28.5209,-81.0086)",28.520906,-81.008587,2020
152,white egret sp.,Ardea/Egretta/Bubulcus sp.,2020-09-26 09:53,William F. Sheffield Regional Park,30.4662604,-81.5619259,2020
153,Mallard,Anas platyrhynchos,2020-09-26 09:51,"Fish Hospital, Orange City, Florida, US (28.912, -81.284)",28.9119516,-81.283856,2020
154,Northern Flicker,Colaptes auratus,2020-09-26 09:44,Gulf Gate East,27.2567365,-82.493248,2020
155,Chimney Swift,Chaetura pelagica,2020-09-26 09:40,Faulk Drive Landing,30.5215893,-84.3238068,2020
156,Roseate Spoonbill,Platalea ajaja,2020-09-26 09:40,"8206 Casa del Lago, Boca Raton US-FL 26.35559, -80.17561",26.355593,-80.175612,2020
157,parakeet sp.,Psittaciformes sp. (parakeet sp.),2020-09-26 09:40,Plantation Botanical Garden,26.1284317,-80.2320814,2020
158,Eastern Kingbird,Tyrannus tyrannus,2020-09-26 09:40,Faulk Drive Landing,30.5215893,-84.3238068,2020
159,Purple Martin,Progne subis,2020-09-26 09:40,Faulk Drive Landing,30.5215893,-84.3238068,2020
160,Cliff Swallow,Petrochelidon pyrrhonota,2020-09-26 09:40,Faulk Drive Landing,30.5215893,-84.3238068,2020
161,Spot-breasted Oriole,Icterus pectoralis,2020-09-26 09:40,Plantation Botanical Garden,26.1284317,-80.2320814,2020
162,Lesser Black-backed Gull,Larus fuscus,2020-09-26 09:38,Sand Key Park,27.960064,-82.8294897,2020
163,Common Tern,Sterna hirundo,2020-09-26 09:38,Sand Key Park,27.960064,-82.8294897,2020
164,Eastern Wood-Pewee,Contopus virens,2020-09-26 09:31,Crosby Sanctuary (access restricted),30.1814896,-81.7592239,2020
165,Snowy Plover,Charadrius nivosus,2020-09-26 09:30,Fort De Soto Park,27.6327266,-82.718157,2020
166,Marbled Godwit,Limosa fedoa,2020-09-26 09:30,Fort De Soto Park,27.6327266,-82.718157,2020
167,Red Knot,Calidris canutus,2020-09-26 09:30,Fort De Soto Park,27.6327266,-82.718157,2020
168,Semipalmated Sandpiper,Calidris pusilla,2020-09-26 09:30,Fort De Soto Park,27.6327266,-82.718157,2020
169,Short-billed Dowitcher,Limnodromus griseus,2020-09-26 09:30,Fort De Soto Park,27.6327266,-82.718157,2020
170,Fulvous Whistling-Duck,Dendrocygna bicolor,2020-09-26 09:26,Lake Apopka Wildlife Drive,28.6691082,-81.5574338,2020
171,gull sp.,Larinae sp.,2020-09-26 09:24,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
172,tern sp.,Sterninae sp.,2020-09-26 09:24,"Huguenot Memorial Park, Jacksonville US-FL 30.40534, -81.40390",30.405344,-81.403901,2020
173,Indian Peafowl,Pavo cristatus,2020-09-26 09:23,Jax Heights yard,30.218526,-81.795968,2020
174,vireo sp.,Vireo sp.,2020-09-26 09:23,Big Pine Key--Blue Hole,24.705893,-81.380295,2020
175,Black-faced Grassquit,Melanospiza bicolor,2020-09-26 09:23,Big Pine Key--Blue Hole,24.705893,-81.380295,2020
176,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2020-09-26 09:20,Bay Care Pond And Surroundings,27.9642541,-82.7148628,2020
177,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,2020-09-26 09:20,Bay Care Pond And Surroundings,27.9642541,-82.7148628,2020
178,Red-headed Woodpecker,Melanerpes erythrocephalus,2020-09-26 09:18,Highlands Hammock SP,27.4707,-81.5366,2020
179,Black Tern,Chlidonias niger,2020-09-26 09:17,Sanibel Island Beach,26.4219662,-82.0801449,2020
180,Peregrine Falcon,Falco peregrinus,2020-09-26 09:16,Spanish River Park,26.3829,-80.0692,2020
181,Tennessee Warbler,Leiothlypis peregrina,2020-09-26 09:16,Spanish River Park,26.3829,-80.0692,2020
182,Wilson's Warbler,Cardellina pusilla,2020-09-26 09:16,Spanish River Park,26.3829,-80.0692,2020
183,Painted Bunting,Passerina ciris,2020-09-26 09:12,Spanish River Park,26.3829,-80.0692,2020
184,Empidonax sp.,Empidonax sp.,2020-09-26 09:10,"32025, Lake City US-FL 30.16485, -82.61534",30.164854,-82.615339,2020
185,crow sp.,Corvus sp. (crow sp.),2020-09-26 09:07,"Fred W. Coyle Freedom Park, Naples US-FL 26.17442, -81.78655",26.174425,-81.78655,2020
186,Prothonotary Warbler,Protonotaria citrea,2020-09-26 09:05,Paynes Prairie Preserve SP--Bolen Bluff Trail,29.5587838,-82.3245401,2020
187,Monk Parakeet,Myiopsitta monachus,2020-09-26 09:00,Nikki's,26.6788969,-80.2463291,2020
188,Brown-headed Nuthatch,Sitta pusilla,2020-09-26 08:56,Prairie Creek Preserve--Witness Tree Junction Entrance,29.5969078,-82.2324729,2020
189,Louisiana Waterthrush,Parkesia motacilla,2020-09-26 08:56,Prairie Creek Preserve--Witness Tree Junction Entrance,29.5969078,-82.2324729,2020
190,Florida Scrub-Jay,Aphelocoma coerulescens,2020-09-26 08:46,Prairie creek park,26.9860297,-81.8799019,2020
191,Barred Owl,Strix varia,2020-09-26 08:35,Kiwanis Park,26.9845561,-82.1324158,2020
192,Northern Bobwhite,Colinus virginianus,2020-09-26 08:30,Hillsborough River SP- Ft King Trail/ Dead River Rd Entrance,28.1325152,-82.2403537,2020
193,Blue-crowned Parakeet,Thectocercus acuticaudatus,2020-09-26 08:30,Evergreen Cemetery,26.1061594,-80.1318741,2020
194,House Wren,Troglodytes aedon,2020-09-26 08:30,Hillsborough River SP- Ft King Trail/ Dead River Rd Entrance,28.1325152,-82.2403537,2020
195,Chestnut-sided Warbler,Setophaga pensylvanica,2020-09-26 08:30,Evergreen Cemetery,26.1061594,-80.1318741,2020
196,Blackpoll Warbler,Setophaga striata,2020-09-26 08:30,Evergreen Cemetery,26.1061594,-80.1318741,2020
197,Louisiana/Northern Waterthrush,Parkesia motacilla/noveboracensis,2020-09-26 08:27,Boyd Hill Nature Park & Lake Maggiore,27.7322367,-82.6521206,2020
198,Broad-winged Hawk,Buteo platypterus,2020-09-26 08:24,Spanish River Park,26.3829,-80.0692,2020
199,swallow sp.,Hirundinidae sp.,2020-09-26 08:15,Spanish River Park,26.3829,-80.0692,2020
200,Alder Flycatcher,Empidonax alnorum,2020-09-26 08:13,Southern Glades WEA--The Annex,25.384123,-80.5657911,2020
201,Yellow-breasted Chat,Icteria virens,2020-09-26 08:13,Southern Glades WEA--The Annex,25.384123,-80.5657911,2020
202,American Oystercatcher,Haematopus palliatus,2020-09-26 08:10,Bald Point SP,29.9377826,-84.3381304,2020
203,Catharus sp.,Catharus sp.,2020-09-26 08:10,Spanish River Park,26.3829,-80.0692,2020
204,Mitred Parakeet,Psittacara mitratus,2020-09-26 08:07,House,26.014715,-80.1783224,2020
205,Eastern Phoebe,Sayornis phoebe,2020-09-26 08:00,A. D. Barnes Park,25.7340827,-80.3108552,2020
206,King Rail,Rallus elegans,2020-09-26 07:58,Loxahatchee NWR--Marsh Trail,26.4928139,-80.2168894,2020
207,Graylag Goose (Domestic type),Anser anser (Domestic type),2020-09-26 07:55,Floridatown Road,30.5895005,-87.1614553,2020
208,Orange-winged Parrot,Amazona amazonica,2020-09-26 07:55,HIghland Oaks Park,25.9658912,-80.1529361,2020
209,Gray-cheeked Thrush,Catharus minimus,2020-09-26 07:54,Archbold Biological Station,27.1830202,-81.3511848,2020
210,Least Flycatcher,Empidonax minimus,2020-09-26 07:52,Fred George Basin Greenway,30.4929486,-84.3567449,2020
